ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
hubercolumbian-EmberaTado-TOOTH-1,hubercolumbian-EmberaTado-4_tooth-1,hubercolumbian-EmberaTado,TOOTH,kʰíɗa,kʰíɗa,kʰ i ɗ a,,,,,,
hubercolumbian-EmberaTado-NOSE-1,hubercolumbian-EmberaTado-5_nose-1,hubercolumbian-EmberaTado,NOSE,kʰũ,kʰũ,kʰ ũ,,,,,,
hubercolumbian-EmberaTado-EYE-1,hubercolumbian-EmberaTado-6_eye-1,hubercolumbian-EmberaTado,EYE,dáu,dáu,d a u,,,,,,
hubercolumbian-EmberaTado-EAR-1,hubercolumbian-EmberaTado-7_ear-1,hubercolumbian-EmberaTado,EAR,kʰí̵ɾi̵,kʰí̵ɾi̵,kʰ ɨ ɾ ɨ,,,,,,
hubercolumbian-EmberaTado-HEAD-1,hubercolumbian-EmberaTado-8_head-1,hubercolumbian-EmberaTado,HEAD,boɾó,boɾó,b o ɾ o,,,,,,
hubercolumbian-EmberaTado-FOREHEAD-1,hubercolumbian-EmberaTado-9_forehead-1,hubercolumbian-EmberaTado,FOREHEAD,dáu bí̵ɾi̵,dáu bí̵ɾi̵,d a u + b ɨ ɾ ɨ,,,,,,
hubercolumbian-EmberaTado-HAIRHEAD-1,hubercolumbian-EmberaTado-10_hair-1,hubercolumbian-EmberaTado,HAIRHEAD,buɗá,buɗá,b u ɗ a,,,,,,
hubercolumbian-EmberaTado-CHIN-1,hubercolumbian-EmberaTado-11_chin-1,hubercolumbian-EmberaTado,CHIN,iɗatʰú,iɗatʰú,i ɗ a tʰ u,,,,,,
hubercolumbian-EmberaTado-CHIN-2,hubercolumbian-EmberaTado-11_chin-2,hubercolumbian-EmberaTado,CHIN,kʰiɗatʰú,kʰiɗatʰú,kʰ i ɗ a tʰ u,,,,,,
hubercolumbian-EmberaTado-BEARD-1,hubercolumbian-EmberaTado-12_beard-1,hubercolumbian-EmberaTado,BEARD,uɗikʰaɾá,uɗikʰaɾá,u ɗ i kʰ a ɾ a,,,,,,
hubercolumbian-EmberaTado-NECK-1,hubercolumbian-EmberaTado-13_neck-1,hubercolumbian-EmberaTado,NECK,osotʰáu,osotʰáu,o s o tʰ a u,,,,,,
hubercolumbian-EmberaTado-NECK-2,hubercolumbian-EmberaTado-13_neck-2,hubercolumbian-EmberaTado,NECK,oɓi̵ɾí̵,oɓi̵ɾí̵,o ɓ ɨ ɾ ɨ,,,,,,
hubercolumbian-EmberaTado-CHEST-1,hubercolumbian-EmberaTado-14_chest-1,hubercolumbian-EmberaTado,CHEST,béʧʰu,béʧʰu,b e tʃʰ u,,,,,,
hubercolumbian-EmberaTado-BREAST-1,hubercolumbian-EmberaTado-15_womansbreasts-1,hubercolumbian-EmberaTado,BREAST,hu,hu,h u,,,,,,
hubercolumbian-EmberaTado-BELLY-1,hubercolumbian-EmberaTado-16_abdomenbelly-1,hubercolumbian-EmberaTado,BELLY,ɓi,ɓi,ɓ i,,,,,,
hubercolumbian-EmberaTado-BELLY-2,hubercolumbian-EmberaTado-16_abdomenbelly-2,hubercolumbian-EmberaTado,BELLY,ɓúʧi,ɓúʧi,ɓ u tʃ i,,,,,,
hubercolumbian-EmberaTado-BACK-1,hubercolumbian-EmberaTado-17_back-1,hubercolumbian-EmberaTado,BACK,ẽkʰára,ẽkʰára,ẽ kʰ a r a,,,,,,
hubercolumbian-EmberaTado-SHOULDER-1,hubercolumbian-EmberaTado-18_shoulder-1,hubercolumbian-EmberaTado,SHOULDER,epʰéde,epʰéde,e pʰ e d e,,,,,,
hubercolumbian-EmberaTado-ARM-1,hubercolumbian-EmberaTado-19_arm-1,hubercolumbian-EmberaTado,ARM,húa,húa,h u a,,,,,,
hubercolumbian-EmberaTado-UPPERARM-1,hubercolumbian-EmberaTado-20_upperarm-1,hubercolumbian-EmberaTado,UPPERARM,ikʰía,ikʰía,i kʰ i a,,,,,,
hubercolumbian-EmberaTado-ELBOW-1,hubercolumbian-EmberaTado-21_elbow-1,hubercolumbian-EmberaTado,ELBOW,ibíɗa,ibíɗa,i b i ɗ a,,,,,,
hubercolumbian-EmberaTado-HAND-1,hubercolumbian-EmberaTado-22_hand-1,hubercolumbian-EmberaTado,HAND,húa hã,húa hã,h u a + h ã,,,,,,
hubercolumbian-EmberaTado-FINGER-1,hubercolumbian-EmberaTado-23_finger-1,hubercolumbian-EmberaTado,FINGER,himíni,himíni,h i m i n i,,,,,,
hubercolumbian-EmberaTado-FINGER-2,hubercolumbian-EmberaTado-23_finger-2,hubercolumbian-EmberaTado,FINGER,hua himíni,hua himíni,h u a + h i m i n i,,,,,,
hubercolumbian-EmberaTado-FINGERNAIL-1,hubercolumbian-EmberaTado-24_fingernail-1,hubercolumbian-EmberaTado,FINGERNAIL,bisí,bisí,b i s i,,,,,,
hubercolumbian-EmberaTado-LEG-1,hubercolumbian-EmberaTado-25_leg-1,hubercolumbian-EmberaTado,LEG,hĩ́ɾã́,hĩ́ɾã́,h ĩ ɾ ã,,,,,,
hubercolumbian-EmberaTado-UPPERLEGTHIGH-1,hubercolumbian-EmberaTado-26_thigh-1,hubercolumbian-EmberaTado,UPPERLEGTHIGH,makʰaɾá,makʰaɾá,m a kʰ a ɾ a,,,,,,
hubercolumbian-EmberaTado-KNEE-1,hubercolumbian-EmberaTado-27_knee-1,hubercolumbian-EmberaTado,KNEE,esepʰaná,esepʰaná,e s e pʰ a n a,,,,,,
hubercolumbian-EmberaTado-SHIN-1,hubercolumbian-EmberaTado-28_shin-1,hubercolumbian-EmberaTado,SHIN,ɓí̵ɾi̵ siɾú,ɓí̵ɾi̵ siɾú,ɓ ɨ ɾ ɨ + s i ɾ u,,,,,,
hubercolumbian-EmberaTado-FOOT-1,hubercolumbian-EmberaTado-29_foot-1,hubercolumbian-EmberaTado,FOOT,hĩ́ɾã,hĩ́ɾã,h ĩ ɾ ã,,,,,,
hubercolumbian-EmberaTado-FOOT-2,hubercolumbian-EmberaTado-29_foot-2,hubercolumbian-EmberaTado,FOOT,ɓí̵ɾi̵,ɓí̵ɾi̵,ɓ ɨ ɾ ɨ,,,,,,
hubercolumbian-EmberaTado-TOE-1,hubercolumbian-EmberaTado-30_toe-1,hubercolumbian-EmberaTado,TOE,hemene,hemene,h e m e n e,,,,,,
hubercolumbian-EmberaTado-TOE-2,hubercolumbian-EmberaTado-30_toe-2,hubercolumbian-EmberaTado,TOE,hĩ́rã hemene,hĩ́rã hemene,h ĩ r ã + h e m e n e,,,,,,
hubercolumbian-EmberaTado-SKIN-1,hubercolumbian-EmberaTado-31_skin-1,hubercolumbian-EmberaTado,SKIN,e,e,e,,,,,,
hubercolumbian-EmberaTado-BONE-1,hubercolumbian-EmberaTado-32_bone-1,hubercolumbian-EmberaTado,BONE,ɓí̵ɾi̵,ɓí̵ɾi̵,ɓ ɨ ɾ ɨ,,,,,,
hubercolumbian-EmberaTado-HEART-1,hubercolumbian-EmberaTado-34_heart-1,hubercolumbian-EmberaTado,HEART,sõ,sõ,s õ,,,,,,
hubercolumbian-EmberaTado-LUNG-1,hubercolumbian-EmberaTado-35_lungs-1,hubercolumbian-EmberaTado,LUNG,pʰopʰosóa,pʰopʰosóa,pʰ o pʰ o s o a,,,,,,
hubercolumbian-EmberaTado-LUNG-2,hubercolumbian-EmberaTado-35_lungs-2,hubercolumbian-EmberaTado,LUNG,sõ,sõ,s õ,,,,,,
hubercolumbian-EmberaTado-PENIS-1,hubercolumbian-EmberaTado-36_penis-1,hubercolumbian-EmberaTado,PENIS,me,me,m e,,,,,,
hubercolumbian-EmberaTado-VULVA-1,hubercolumbian-EmberaTado-37_vulva-1,hubercolumbian-EmberaTado,VULVA,kʰẽ,kʰẽ,kʰ ẽ,,,,,,
hubercolumbian-EmberaTado-WHITE-1,hubercolumbian-EmberaTado-226_white-1,hubercolumbian-EmberaTado,WHITE,tʰoró,tʰoró,tʰ o r o,,,,,,
hubercolumbian-EmberaTado-WHITE-2,hubercolumbian-EmberaTado-226_white-2,hubercolumbian-EmberaTado,WHITE,tʰoróa,tʰoróa,tʰ o r o a,,,,,,
hubercolumbian-EmberaTado-BLACK-1,hubercolumbian-EmberaTado-227_black-1,hubercolumbian-EmberaTado,BLACK,pʰaimá,pʰaimá,pʰ a i m a,,,,,,
hubercolumbian-EmberaTado-BLACK-2,hubercolumbian-EmberaTado-227_black-2,hubercolumbian-EmberaTado,BLACK,pʰáre,pʰáre,pʰ a r e,,,,,,
hubercolumbian-EmberaTado-FRONTTOOTHINCISOR-1,hubercolumbian-EmberaTado-234_frontteethineisors-1,hubercolumbian-EmberaTado,FRONTTOOTHINCISOR,kʰíɗa kʰára,kʰíɗa kʰára,kʰ i ɗ a + kʰ a r a,,,,,,
hubercolumbian-EmberaTado-LONGHAIR-1,hubercolumbian-EmberaTado-236_longhair-1,hubercolumbian-EmberaTado,LONGHAIR,búɗa oɾéa,búɗa oɾéa,b u ɗ a + o ɾ e a,,,,,,
hubercolumbian-EmberaTado-LONGHAIR-2,hubercolumbian-EmberaTado-236_longhair-2,hubercolumbian-EmberaTado,LONGHAIR,búɗa kháɾa desoɾéa,búɗa kháɾa desoɾéa,b u ɗ a + k h a ɾ a + d e s o ɾ e a,,,,,,
hubercolumbian-EmberaTado-NAPEOFNECK-1,hubercolumbian-EmberaTado-237_theneckregion-1,hubercolumbian-EmberaTado,NAPEOFNECK,ĩ̵ɾĩ̵misí,ĩ̵ɾĩ̵misí,ɨ̃ ɾ ɨ̃ m i s i,,,,,,
hubercolumbian-EmberaTado-ADAMSAPPLE-1,hubercolumbian-EmberaTado-238_adamsapple-1,hubercolumbian-EmberaTado,ADAMSAPPLE,õbóa,õbóa,õ b o a,,,,,,
hubercolumbian-EmberaTado-UPPERBACK-1,hubercolumbian-EmberaTado-239_upperback-1,hubercolumbian-EmberaTado,UPPERBACK,eɓi̵ɾí̵,eɓi̵ɾí̵,e ɓ ɨ ɾ ɨ,,,,,,
hubercolumbian-EmberaTado-LOWERARM-1,hubercolumbian-EmberaTado-240_lowerarm-1,hubercolumbian-EmberaTado,LOWERARM,kʰokʰõɾã́,kʰokʰõɾã́,kʰ o kʰ õ ɾ ã,,,,,,
hubercolumbian-EmberaTado-WRIST-1,hubercolumbian-EmberaTado-241_wrist-1,hubercolumbian-EmberaTado,WRIST,húa kʰokʰõɾã́,húa kʰokʰõɾã́,h u a + kʰ o kʰ õ ɾ ã,,,,,,
hubercolumbian-EmberaTado-WRIST-2,hubercolumbian-EmberaTado-241_wrist-2,hubercolumbian-EmberaTado,WRIST,húa kʰóɾo,húa kʰóɾo,h u a + kʰ o ɾ o,,,,,,
hubercolumbian-EmberaTado-WRIST-3,hubercolumbian-EmberaTado-241_wrist-3,hubercolumbian-EmberaTado,WRIST,húa dáu,húa dáu,h u a + d a u,,,,,,
hubercolumbian-EmberaTado-LOWERLEG-1,hubercolumbian-EmberaTado-242_lowerleg-1,hubercolumbian-EmberaTado,LOWERLEG,hĩ́ɾã pʰódo,hĩ́ɾã pʰódo,h ĩ ɾ ã + pʰ o d o,,,,,,
hubercolumbian-EmberaTado-LOWERLEG-2,hubercolumbian-EmberaTado-242_lowerleg-2,hubercolumbian-EmberaTado,LOWERLEG,dáʧi pʰi̵ɾi̵ɓá,dáʧi pʰi̵ɾi̵ɓá,d a tʃ i + pʰ ɨ ɾ ɨ ɓ a,,,,,,
hubercolumbian-EmberaTado-HAIRBODY-1,hubercolumbian-EmberaTado-243_bodyhair-1,hubercolumbian-EmberaTado,HAIRBODY,kʰaɾá,kʰaɾá,kʰ a ɾ a,,,,,,
hubercolumbian-EmberaTado-STOMACH-1,hubercolumbian-EmberaTado-244_stomach-1,hubercolumbian-EmberaTado,STOMACH,bi,bi,b i,,,,,,
hubercolumbian-EmberaTado-INTESTINES-1,hubercolumbian-EmberaTado-245_intestines-1,hubercolumbian-EmberaTado,INTESTINES,hĩ̵sĩ́,hĩ̵sĩ́,h ɨ̃ s ĩ,,,,,,
hubercolumbian-EmberaTado-BELLY-3,hubercolumbian-EmberaTado-272_belly-1,hubercolumbian-EmberaTado,BELLY,ãdáu,ãdáu,ã d a u,,,,,,
hubercolumbian-EmberaTado-LIVER-1,hubercolumbian-EmberaTado-273_liver-1,hubercolumbian-EmberaTado,LIVER,tʰãrĩ́,tʰãrĩ́,tʰ ã r ĩ,,,,,,
hubercolumbian-EmberaTado-RED-1,hubercolumbian-EmberaTado-294_red-1,hubercolumbian-EmberaTado,RED,pʰoɾéa,pʰoɾéa,pʰ o ɾ e a,,,,,,
hubercolumbian-EmberaTado-GREEN-1,hubercolumbian-EmberaTado-295_green-1,hubercolumbian-EmberaTado,GREEN,surã́,surã́,s u r ã,,,,,,
hubercolumbian-EmberaTado-GREEN-2,hubercolumbian-EmberaTado-295_green-2,hubercolumbian-EmberaTado,GREEN,pʰãaɾá,pʰãaɾá,pʰ ã a ɾ a,,,,,,
hubercolumbian-EmberaTado-NAVEL-1,hubercolumbian-EmberaTado-318_navel-1,hubercolumbian-EmberaTado,NAVEL,kʰomí̵,kʰomí̵,kʰ o m ɨ,,,,,,
hubercolumbian-EmberaChami-TONGUE-1,hubercolumbian-EmberaChami-1_tongue-1,hubercolumbian-EmberaChami,TONGUE,kʰẽrẽ́me,kʰẽrẽ́me,kʰ ẽ r ẽ m e,,,,,,
hubercolumbian-EmberaChami-MOUTH-1,hubercolumbian-EmberaChami-2_mouth-1,hubercolumbian-EmberaChami,MOUTH,ithái,ithái,i t h a i,,,,,,
hubercolumbian-EmberaChami-LIP-1,hubercolumbian-EmberaChami-3_lip-1,hubercolumbian-EmberaChami,LIP,i,i,i,,,,,,
hubercolumbian-EmberaChami-TOOTH-1,hubercolumbian-EmberaChami-4_tooth-1,hubercolumbian-EmberaChami,TOOTH,kʰída,kʰída,kʰ i d a,,,,,,
hubercolumbian-EmberaChami-NOSE-1,hubercolumbian-EmberaChami-5_nose-1,hubercolumbian-EmberaChami,NOSE,kʰũ,kʰũ,kʰ ũ,,,,,,
hubercolumbian-EmberaChami-EYE-1,hubercolumbian-EmberaChami-6_eye-1,hubercolumbian-EmberaChami,EYE,dáu,dáu,d a u,,,,,,
hubercolumbian-EmberaChami-EAR-1,hubercolumbian-EmberaChami-7_ear-1,hubercolumbian-EmberaChami,EAR,kʰí̵ɾi̵,kʰí̵ɾi̵,kʰ ɨ ɾ ɨ,,,,,,
hubercolumbian-EmberaChami-HEAD-1,hubercolumbian-EmberaChami-8_head-1,hubercolumbian-EmberaChami,HEAD,bóɾo,bóɾo,b o ɾ o,,,,,,
hubercolumbian-EmberaChami-FOREHEAD-1,hubercolumbian-EmberaChami-9_forehead-1,hubercolumbian-EmberaChami,FOREHEAD,dáu bí̵ɾi̵,dáu bí̵ɾi̵,d a u + b ɨ ɾ ɨ,,,,,,
hubercolumbian-EmberaChami-HAIRHEAD-1,hubercolumbian-EmberaChami-10_hair-1,hubercolumbian-EmberaChami,HAIRHEAD,búda,búda,b u d a,,,,,,
hubercolumbian-EmberaChami-HAIRHEAD-2,hubercolumbian-EmberaChami-10_hair-2,hubercolumbian-EmberaChami,HAIRHEAD,búda kʰára,búda kʰára,b u d a + kʰ a r a,,,,,,
hubercolumbian-EmberaChami-CHIN-1,hubercolumbian-EmberaChami-11_chin-1,hubercolumbian-EmberaChami,CHIN,kʰidatʰí̵ɾ,kʰidatʰí̵ɾ,kʰ i d a tʰ ɨ ɾ,,,,,,
hubercolumbian-EmberaChami-NECK-1,hubercolumbian-EmberaChami-13_neck-1,hubercolumbian-EmberaChami,NECK,osór,osór,o s o r,,,,,,
hubercolumbian-EmberaChami-BREAST-1,hubercolumbian-EmberaChami-15_womansbreasts-1,hubercolumbian-EmberaChami,BREAST,hu,hu,h u,,,,,,
hubercolumbian-EmberaChami-BELLY-1,hubercolumbian-EmberaChami-16_abdomenbelly-1,hubercolumbian-EmberaChami,BELLY,bi,bi,b i,,,,,,
hubercolumbian-EmberaChami-BELLY-2,hubercolumbian-EmberaChami-16_abdomenbelly-2,hubercolumbian-EmberaChami,BELLY,ɓi,ɓi,ɓ i,,,,,,
hubercolumbian-EmberaChami-BACK-1,hubercolumbian-EmberaChami-17_back-1,hubercolumbian-EmberaChami,BACK,ekʰár,ekʰár,e kʰ a r,,,,,,
hubercolumbian-EmberaChami-SHOULDER-1,hubercolumbian-EmberaChami-18_shoulder-1,hubercolumbian-EmberaChami,SHOULDER,epʰéde,epʰéde,e pʰ e d e,,,,,,
hubercolumbian-EmberaChami-SHOULDER-2,hubercolumbian-EmberaChami-18_shoulder-2,hubercolumbian-EmberaChami,SHOULDER,ikʰía,ikʰía,i kʰ i a,,,,,,
hubercolumbian-EmberaChami-ARM-1,hubercolumbian-EmberaChami-19_arm-1,hubercolumbian-EmberaChami,ARM,húa,húa,h u a,,,,,,
hubercolumbian-EmberaChami-UPPERARM-1,hubercolumbian-EmberaChami-20_upperarm-1,hubercolumbian-EmberaChami,UPPERARM,ikʰía,ikʰía,i kʰ i a,,,,,,
hubercolumbian-EmberaChami-ELBOW-1,hubercolumbian-EmberaChami-21_elbow-1,hubercolumbian-EmberaChami,ELBOW,ĩbídi,ĩbídi,ĩ b i d i,,,,,,
hubercolumbian-EmberaChami-HAND-1,hubercolumbian-EmberaChami-22_hand-1,hubercolumbian-EmberaChami,HAND,húa hã,húa hã,h u a + h ã,,,,,,
hubercolumbian-EmberaChami-FINGER-1,hubercolumbian-EmberaChami-23_finger-1,hubercolumbian-EmberaChami,FINGER,himíni,himíni,h i m i n i,,,,,,
hubercolumbian-EmberaChami-FINGER-2,hubercolumbian-EmberaChami-23_finger-2,hubercolumbian-EmberaChami,FINGER,húa himíni,húa himíni,h u a + h i m i n i,,,,,,
hubercolumbian-EmberaChami-FINGER-3,hubercolumbian-EmberaChami-23_finger-3,hubercolumbian-EmberaChami,FINGER,himídi,himídi,h i m i d i,,,,,,
hubercolumbian-EmberaChami-FINGERNAIL-1,hubercolumbian-EmberaChami-24_fingernail-1,hubercolumbian-EmberaChami,FINGERNAIL,pʰisí,pʰisí,pʰ i s i,,,,,,
hubercolumbian-EmberaChami-LEG-1,hubercolumbian-EmberaChami-25_leg-1,hubercolumbian-EmberaChami,LEG,hĩ́ɾũ,hĩ́ɾũ,h ĩ ɾ ũ,,,,,,
hubercolumbian-EmberaChami-UPPERLEGTHIGH-1,hubercolumbian-EmberaChami-26_thigh-1,hubercolumbian-EmberaChami,UPPERLEGTHIGH,bakʰáɾa,bakʰáɾa,b a kʰ a ɾ a,,,,,,
hubercolumbian-EmberaChami-KNEE-1,hubercolumbian-EmberaChami-27_knee-1,hubercolumbian-EmberaChami,KNEE,ũdár,ũdár,ũ d a r,,,,,,
hubercolumbian-EmberaChami-SHIN-1,hubercolumbian-EmberaChami-28_shin-1,hubercolumbian-EmberaChami,SHIN,bí̵ɾi̵ sĩ́u,bí̵ɾi̵ sĩ́u,b ɨ ɾ ɨ + s ĩ u,,,,,,
hubercolumbian-EmberaChami-FOOT-1,hubercolumbian-EmberaChami-29_foot-1,hubercolumbian-EmberaChami,FOOT,hĩ̀ɾũ,hĩ̀ɾũ,h ĩ ɾ ũ,,,,,,
hubercolumbian-EmberaChami-TOE-1,hubercolumbian-EmberaChami-30_toe-1,hubercolumbian-EmberaChami,TOE,himíni,himíni,h i m i n i,,,,,,
hubercolumbian-EmberaChami-TOE-2,hubercolumbian-EmberaChami-30_toe-2,hubercolumbian-EmberaChami,TOE,hĩ́ɾũ himíni,hĩ́ɾũ himíni,h ĩ ɾ ũ + h i m i n i,,,,,,
hubercolumbian-EmberaChami-TOE-3,hubercolumbian-EmberaChami-30_toe-3,hubercolumbian-EmberaChami,TOE,himídi,himídi,h i m i d i,,,,,,
hubercolumbian-EmberaChami-SKIN-1,hubercolumbian-EmberaChami-31_skin-1,hubercolumbian-EmberaChami,SKIN,e,e,e,,,,,,
hubercolumbian-EmberaChami-BONE-1,hubercolumbian-EmberaChami-32_bone-1,hubercolumbian-EmberaChami,BONE,bí̵ɾi̵,bí̵ɾi̵,b ɨ ɾ ɨ,,,,,,
hubercolumbian-EmberaChami-BONE-2,hubercolumbian-EmberaChami-32_bone-2,hubercolumbian-EmberaChami,BONE,ɓí̵ɾi̵,ɓí̵ɾi̵,ɓ ɨ ɾ ɨ,,,,,,
hubercolumbian-EmberaChami-LUNG-1,hubercolumbian-EmberaChami-35_lungs-1,hubercolumbian-EmberaChami,LUNG,sõ,sõ,s õ,,,,,,
hubercolumbian-EmberaChami-PENIS-1,hubercolumbian-EmberaChami-36_penis-1,hubercolumbian-EmberaChami,PENIS,me,me,m e,,,,,,
hubercolumbian-EmberaChami-VULVA-1,hubercolumbian-EmberaChami-37_vulva-1,hubercolumbian-EmberaChami,VULVA,kʰẽ,kʰẽ,kʰ ẽ,,,,,,
hubercolumbian-EmberaChami-WHITE-1,hubercolumbian-EmberaChami-226_white-1,hubercolumbian-EmberaChami,WHITE,tʰor,tʰor,tʰ o r,,,,,,
hubercolumbian-EmberaChami-WHITE-2,hubercolumbian-EmberaChami-226_white-2,hubercolumbian-EmberaChami,WHITE,tʰorró,tʰorró,tʰ o r r o,,,,,,
hubercolumbian-EmberaChami-WHITE-3,hubercolumbian-EmberaChami-226_white-3,hubercolumbian-EmberaChami,WHITE,tʰorróa,tʰorróa,tʰ o r r o a,,,,,,
hubercolumbian-EmberaChami-BLACK-1,hubercolumbian-EmberaChami-227_black-1,hubercolumbian-EmberaChami,BLACK,pʰaimá,pʰaimá,pʰ a i m a,,,,,,
hubercolumbian-EmberaChami-BLACK-2,hubercolumbian-EmberaChami-227_black-2,hubercolumbian-EmberaChami,BLACK,pʰar,pʰar,pʰ a r,,,,,,
hubercolumbian-EmberaChami-FRONTTOOTHINCISOR-1,hubercolumbian-EmberaChami-234_frontteethineisors-1,hubercolumbian-EmberaChami,FRONTTOOTHINCISOR,kʰída kʰar,kʰída kʰar,kʰ i d a + kʰ a r,,,,,,
hubercolumbian-EmberaChami-LONGHAIR-1,hubercolumbian-EmberaChami-236_longhair-1,hubercolumbian-EmberaChami,LONGHAIR,búda kháɾa deseɾóa,búda kháɾa deseɾóa,b u d a + k h a ɾ a + d e s e ɾ o a,,,,,,
hubercolumbian-EmberaChami-NAPEOFNECK-1,hubercolumbian-EmberaChami-237_theneckregion-1,hubercolumbian-EmberaChami,NAPEOFNECK,hĩbisi,hĩbisi,h ĩ b i s i,,,,,,
hubercolumbian-EmberaChami-UPPERBACK-1,hubercolumbian-EmberaChami-239_upperback-1,hubercolumbian-EmberaChami,UPPERBACK,ebí̵ɾi̵,ebí̵ɾi̵,e b ɨ ɾ ɨ,,,,,,
hubercolumbian-EmberaChami-LOWERARM-1,hubercolumbian-EmberaChami-240_lowerarm-1,hubercolumbian-EmberaChami,LOWERARM,húa,húa,h u a,,,,,,
hubercolumbian-EmberaChami-LOWERARM-2,hubercolumbian-EmberaChami-240_lowerarm-2,hubercolumbian-EmberaChami,LOWERARM,kʰokʰõɾã́ húa,kʰokʰõɾã́ húa,kʰ o kʰ õ ɾ ã + h u a,,,,,,
hubercolumbian-EmberaChami-WRIST-1,hubercolumbian-EmberaChami-241_wrist-1,hubercolumbian-EmberaChami,WRIST,húa kʰokʰõɾã́,húa kʰokʰõɾã́,h u a + kʰ o kʰ õ ɾ ã,,,,,,
hubercolumbian-EmberaChami-WRIST-2,hubercolumbian-EmberaChami-241_wrist-2,hubercolumbian-EmberaChami,WRIST,húa kʰokʰõɾã́ dau,húa kʰokʰõɾã́ dau,h u a + kʰ o kʰ õ ɾ ã + d a u,,,,,,
hubercolumbian-EmberaChami-LOWERLEG-1,hubercolumbian-EmberaChami-242_lowerleg-1,hubercolumbian-EmberaChami,LOWERLEG,pʰótʰa,pʰótʰa,pʰ o tʰ a,,,,,,
hubercolumbian-EmberaChami-LOWERLEG-2,hubercolumbian-EmberaChami-242_lowerleg-2,hubercolumbian-EmberaChami,LOWERLEG,hĩ́ɾũ pʰótʰa,hĩ́ɾũ pʰótʰa,h ĩ ɾ ũ + pʰ o tʰ a,,,,,,
hubercolumbian-EmberaChami-HAIRBODY-1,hubercolumbian-EmberaChami-243_bodyhair-1,hubercolumbian-EmberaChami,HAIRBODY,kʰáɾa,kʰáɾa,kʰ a ɾ a,,,,,,
hubercolumbian-EmberaChami-HAIRBODY-2,hubercolumbian-EmberaChami-243_bodyhair-2,hubercolumbian-EmberaChami,HAIRBODY,kʰakʰúa,kʰakʰúa,kʰ a kʰ u a,,,,,,
hubercolumbian-EmberaChami-STOMACH-1,hubercolumbian-EmberaChami-244_stomach-1,hubercolumbian-EmberaChami,STOMACH,bi,bi,b i,,,,,,
hubercolumbian-EmberaChami-INTESTINES-1,hubercolumbian-EmberaChami-245_intestines-1,hubercolumbian-EmberaChami,INTESTINES,hĩ́sĩ,hĩ́sĩ,h ĩ s ĩ,,,,,,
hubercolumbian-EmberaChami-BELLY-3,hubercolumbian-EmberaChami-272_belly-1,hubercolumbian-EmberaChami,BELLY,ãpʰur,ãpʰur,ã pʰ u r,,,,,,
hubercolumbian-EmberaChami-LIVER-1,hubercolumbian-EmberaChami-273_liver-1,hubercolumbian-EmberaChami,LIVER,tʰã́rĩ,tʰã́rĩ,tʰ ã r ĩ,,,,,,
hubercolumbian-EmberaChami-RED-1,hubercolumbian-EmberaChami-294_red-1,hubercolumbian-EmberaChami,RED,pʰur,pʰur,pʰ u r,,,,,,
hubercolumbian-EmberaChami-GREEN-1,hubercolumbian-EmberaChami-295_green-1,hubercolumbian-EmberaChami,GREEN,pʰãaɾá,pʰãaɾá,pʰ ã a ɾ a,,,,,,
hubercolumbian-EmberaChami-GREEN-2,hubercolumbian-EmberaChami-295_green-2,hubercolumbian-EmberaChami,GREEN,pʰãwará,pʰãwará,pʰ ã w a r a,,,,,,
hubercolumbian-EmberaChami-YELLOW-1,hubercolumbian-EmberaChami-296_yellow-1,hubercolumbian-EmberaChami,YELLOW,kʰúaɾa,kʰúaɾa,kʰ u a ɾ a,,,,,,
hubercolumbian-EmberaChami-NAVEL-1,hubercolumbian-EmberaChami-318_navel-1,hubercolumbian-EmberaChami,NAVEL,kʰi̵mí̵a,kʰi̵mí̵a,kʰ ɨ m ɨ a,,,,,,
hubercolumbian-EmberaChami-BEARD-1,hubercolumbian-EmberaChami-12_beard-1,hubercolumbian-EmberaChami,BEARD,iɾakˣáɾa,iɾakˣáɾa,i ɾ a k a ɾ a,,,,,,
hubercolumbian-EpenaSaija-TONGUE-1,hubercolumbian-EpenaSaija-1_tongue-1,hubercolumbian-EpenaSaija,TONGUE,kʰĩrã́me,kʰĩrã́me,kʰ ĩ r ã m e,,,,,,
hubercolumbian-EpenaSaija-MOUTH-1,hubercolumbian-EpenaSaija-2_mouth-1,hubercolumbian-EpenaSaija,MOUTH,itʰái,itʰái,i tʰ a i,,,,,,
hubercolumbian-EpenaSaija-LIP-1,hubercolumbian-EpenaSaija-3_lip-1,hubercolumbian-EpenaSaija,LIP,i,i,i,,,,,,
hubercolumbian-EpenaSaija-TOOTH-1,hubercolumbian-EpenaSaija-4_tooth-1,hubercolumbian-EpenaSaija,TOOTH,kʰída,kʰída,kʰ i d a,,,,,,
hubercolumbian-EpenaSaija-NOSE-1,hubercolumbian-EpenaSaija-5_nose-1,hubercolumbian-EpenaSaija,NOSE,kʰĩ̵,kʰĩ̵,kʰ ɨ̃,,,,,,
hubercolumbian-EpenaSaija-EYE-1,hubercolumbian-EpenaSaija-6_eye-1,hubercolumbian-EpenaSaija,EYE,táu,táu,t a u,,,,,,
