ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
hubercolumbian-EpenaSaija-EAR-1,hubercolumbian-EpenaSaija-7_ear-1,hubercolumbian-EpenaSaija,EAR,kʰí̵i̵ɾi̵,kʰí̵i̵ɾi̵,kʰ ɨ ɨ ɾ ɨ,,,,,,
hubercolumbian-EpenaSaija-HEAD-1,hubercolumbian-EpenaSaija-8_head-1,hubercolumbian-EpenaSaija,HEAD,póɾo,póɾo,p o ɾ o,,,,,,
hubercolumbian-EpenaSaija-FOREHEAD-1,hubercolumbian-EpenaSaija-9_forehead-1,hubercolumbian-EpenaSaija,FOREHEAD,táu bí̵i̵ri̵,táu bí̵i̵ri̵,t a u + b ɨ ɨ r ɨ,,,,,,
hubercolumbian-EpenaSaija-HAIRHEAD-1,hubercolumbian-EpenaSaija-10_hair-1,hubercolumbian-EpenaSaija,HAIRHEAD,púda,púda,p u d a,,,,,,
hubercolumbian-EpenaSaija-CHIN-1,hubercolumbian-EpenaSaija-11_chin-1,hubercolumbian-EpenaSaija,CHIN,idátʰu,idátʰu,i d a tʰ u,,,,,,
hubercolumbian-EpenaSaija-BEARD-1,hubercolumbian-EpenaSaija-12_beard-1,hubercolumbian-EpenaSaija,BEARD,idakʰáɾa,idakʰáɾa,i d a kʰ a ɾ a,,,,,,
hubercolumbian-EpenaSaija-NECK-1,hubercolumbian-EpenaSaija-13_neck-1,hubercolumbian-EpenaSaija,NECK,otáu,otáu,o t a u,,,,,,
hubercolumbian-EpenaSaija-CHEST-1,hubercolumbian-EpenaSaija-14_chest-1,hubercolumbian-EpenaSaija,CHEST,tʰṹa,tʰṹa,tʰ ũ a,,,,,,
hubercolumbian-EpenaSaija-BREAST-1,hubercolumbian-EpenaSaija-15_womansbreasts-1,hubercolumbian-EpenaSaija,BREAST,hu,hu,h u,,,,,,
hubercolumbian-EpenaSaija-BELLY-1,hubercolumbian-EpenaSaija-16_abdomenbelly-1,hubercolumbian-EpenaSaija,BELLY,bi,bi,b i,,,,,,
hubercolumbian-EpenaSaija-BACK-1,hubercolumbian-EpenaSaija-17_back-1,hubercolumbian-EpenaSaija,BACK,ekʰára,ekʰára,e kʰ a r a,,,,,,
hubercolumbian-EpenaSaija-SHOULDER-1,hubercolumbian-EpenaSaija-18_shoulder-1,hubercolumbian-EpenaSaija,SHOULDER,ikʰía,ikʰía,i kʰ i a,,,,,,
hubercolumbian-EpenaSaija-ARM-1,hubercolumbian-EpenaSaija-19_arm-1,hubercolumbian-EpenaSaija,ARM,húa,húa,h u a,,,,,,
hubercolumbian-EpenaSaija-UPPERARM-1,hubercolumbian-EpenaSaija-20_upperarm-1,hubercolumbian-EpenaSaija,UPPERARM,húa,húa,h u a,,,,,,
hubercolumbian-EpenaSaija-ELBOW-1,hubercolumbian-EpenaSaija-21_elbow-1,hubercolumbian-EpenaSaija,ELBOW,húa ãpiwída,húa ãpiwída,h u a + ã p i w i d a,,,,,,
hubercolumbian-EpenaSaija-HAND-1,hubercolumbian-EpenaSaija-22_hand-1,hubercolumbian-EpenaSaija,HAND,húa hã,húa hã,h u a + h ã,,,,,,
hubercolumbian-EpenaSaija-FINGER-1,hubercolumbian-EpenaSaija-23_finger-1,hubercolumbian-EpenaSaija,FINGER,ʧákʰe,ʧákʰe,tʃ a kʰ e,,,,,,
hubercolumbian-EpenaSaija-FINGER-2,hubercolumbian-EpenaSaija-23_finger-2,hubercolumbian-EpenaSaija,FINGER,húa ʧákʰe,húa ʧákʰe,h u a + tʃ a kʰ e,,,,,,
hubercolumbian-EpenaSaija-FINGERNAIL-1,hubercolumbian-EpenaSaija-24_fingernail-1,hubercolumbian-EpenaSaija,FINGERNAIL,pʰisí,pʰisí,pʰ i s i,,,,,,
hubercolumbian-EpenaSaija-LEG-1,hubercolumbian-EpenaSaija-25_leg-1,hubercolumbian-EpenaSaija,LEG,hĩ́ɾũ,hĩ́ɾũ,h ĩ ɾ ũ,,,,,,
hubercolumbian-EpenaSaija-UPPERLEGTHIGH-1,hubercolumbian-EpenaSaija-26_thigh-1,hubercolumbian-EpenaSaija,UPPERLEGTHIGH,makʰára,makʰára,m a kʰ a r a,,,,,,
hubercolumbian-EpenaSaija-KNEE-1,hubercolumbian-EpenaSaija-27_knee-1,hubercolumbian-EpenaSaija,KNEE,sinapóte,sinapóte,s i n a p o t e,,,,,,
hubercolumbian-EpenaSaija-SHIN-1,hubercolumbian-EpenaSaija-28_shin-1,hubercolumbian-EpenaSaija,SHIN,táu,táu,t a u,,,,,,
hubercolumbian-EpenaSaija-SHIN-2,hubercolumbian-EpenaSaija-28_shin-2,hubercolumbian-EpenaSaija,SHIN,bí̵i̵ɾi̵ táu,bí̵i̵ɾi̵ táu,b ɨ ɨ ɾ ɨ + t a u,,,,,,
hubercolumbian-EpenaSaija-FOOT-1,hubercolumbian-EpenaSaija-29_foot-1,hubercolumbian-EpenaSaija,FOOT,hĩ́ɾũ,hĩ́ɾũ,h ĩ ɾ ũ,,,,,,
hubercolumbian-EpenaSaija-TOE-1,hubercolumbian-EpenaSaija-30_toe-1,hubercolumbian-EpenaSaija,TOE,ʧákʰe,ʧákʰe,tʃ a kʰ e,,,,,,
hubercolumbian-EpenaSaija-TOE-2,hubercolumbian-EpenaSaija-30_toe-2,hubercolumbian-EpenaSaija,TOE,hĩ́ɾũ ʧákʰe,hĩ́ɾũ ʧákʰe,h ĩ ɾ ũ + tʃ a kʰ e,,,,,,
hubercolumbian-EpenaSaija-SKIN-1,hubercolumbian-EpenaSaija-31_skin-1,hubercolumbian-EpenaSaija,SKIN,e,e,e,,,,,,
hubercolumbian-EpenaSaija-BONE-1,hubercolumbian-EpenaSaija-32_bone-1,hubercolumbian-EpenaSaija,BONE,bí̵i̵ɾi̵,bí̵i̵ɾi̵,b ɨ ɨ ɾ ɨ,,,,,,
hubercolumbian-EpenaSaija-HEART-1,hubercolumbian-EpenaSaija-34_heart-1,hubercolumbian-EpenaSaija,HEART,sõ,sõ,s õ,,,,,,
hubercolumbian-EpenaSaija-LUNG-1,hubercolumbian-EpenaSaija-35_lungs-1,hubercolumbian-EpenaSaija,LUNG,pʰopʰotʰóo,pʰopʰotʰóo,pʰ o pʰ o tʰ o o,,,,,,
hubercolumbian-EpenaSaija-PENIS-1,hubercolumbian-EpenaSaija-36_penis-1,hubercolumbian-EpenaSaija,PENIS,me,me,m e,,,,,,
hubercolumbian-EpenaSaija-VULVA-1,hubercolumbian-EpenaSaija-37_vulva-1,hubercolumbian-EpenaSaija,VULVA,kʰẽ,kʰẽ,kʰ ẽ,,,,,,
hubercolumbian-EpenaSaija-WHITE-1,hubercolumbian-EpenaSaija-226_white-1,hubercolumbian-EpenaSaija,WHITE,tʰoróo,tʰoróo,tʰ o r o o,,,,,,
hubercolumbian-EpenaSaija-BLACK-1,hubercolumbian-EpenaSaija-227_black-1,hubercolumbian-EpenaSaija,BLACK,pʰaimáa,pʰaimáa,pʰ a i m a a,,,,,,
hubercolumbian-EpenaSaija-FRONTTOOTHINCISOR-1,hubercolumbian-EpenaSaija-234_frontteethineisors-1,hubercolumbian-EpenaSaija,FRONTTOOTHINCISOR,kʰída kʰára,kʰída kʰára,kʰ i d a + kʰ a r a,,,,,,
hubercolumbian-EpenaSaija-LONGHAIR-1,hubercolumbian-EpenaSaija-236_longhair-1,hubercolumbian-EpenaSaija,LONGHAIR,púda warée,púda warée,p u d a + w a r e e,,,,,,
hubercolumbian-EpenaSaija-NAPEOFNECK-1,hubercolumbian-EpenaSaija-237_theneckregion-1,hubercolumbian-EpenaSaija,NAPEOFNECK,ĩ̵bí̵si,ĩ̵bí̵si,ɨ̃ b ɨ s i,,,,,,
hubercolumbian-EpenaSaija-ADAMSAPPLE-1,hubercolumbian-EpenaSaija-238_adamsapple-1,hubercolumbian-EpenaSaija,ADAMSAPPLE,osíɾu,osíɾu,o s i ɾ u,,,,,,
hubercolumbian-EpenaSaija-UPPERBACK-1,hubercolumbian-EpenaSaija-239_upperback-1,hubercolumbian-EpenaSaija,UPPERBACK,esí̵ɾi̵,esí̵ɾi̵,e s ɨ ɾ ɨ,,,,,,
hubercolumbian-EpenaSaija-LOWERARM-1,hubercolumbian-EpenaSaija-240_lowerarm-1,hubercolumbian-EpenaSaija,LOWERARM,kʰokʰõɾã́a,kʰokʰõɾã́a,kʰ o kʰ õ ɾ ã a,,,,,,
hubercolumbian-EpenaSaija-WRIST-1,hubercolumbian-EpenaSaija-241_wrist-1,hubercolumbian-EpenaSaija,WRIST,húa kʰokʰõɾã́,húa kʰokʰõɾã́,h u a + kʰ o kʰ õ ɾ ã,,,,,,
hubercolumbian-EpenaSaija-LOWERLEG-1,hubercolumbian-EpenaSaija-242_lowerleg-1,hubercolumbian-EpenaSaija,LOWERLEG,pʰótʰo,pʰótʰo,pʰ o tʰ o,,,,,,
hubercolumbian-EpenaSaija-LOWERLEG-2,hubercolumbian-EpenaSaija-242_lowerleg-2,hubercolumbian-EpenaSaija,LOWERLEG,hĩ́ɾũ pʰótʰo,hĩ́ɾũ pʰótʰo,h ĩ ɾ ũ + pʰ o tʰ o,,,,,,
hubercolumbian-EpenaSaija-LOWERLEG-3,hubercolumbian-EpenaSaija-242_lowerleg-3,hubercolumbian-EpenaSaija,LOWERLEG,hĩ́ɾũ pʰi̵ɾí̵ma,hĩ́ɾũ pʰi̵ɾí̵ma,h ĩ ɾ ũ + pʰ ɨ ɾ ɨ m a,,,,,,
hubercolumbian-EpenaSaija-LOWERLEG-4,hubercolumbian-EpenaSaija-242_lowerleg-4,hubercolumbian-EpenaSaija,LOWERLEG,bí̵i̵ɾi̵ taro,bí̵i̵ɾi̵ taro,b ɨ ɨ ɾ ɨ + t a r o,,,,,,
hubercolumbian-EpenaSaija-HAIRBODY-1,hubercolumbian-EpenaSaija-243_bodyhair-1,hubercolumbian-EpenaSaija,HAIRBODY,kʰáɾa,kʰáɾa,kʰ a ɾ a,,,,,,
hubercolumbian-EpenaSaija-STOMACH-1,hubercolumbian-EpenaSaija-244_stomach-1,hubercolumbian-EpenaSaija,STOMACH,bi,bi,b i,,,,,,
hubercolumbian-EpenaSaija-INTESTINES-1,hubercolumbian-EpenaSaija-245_intestines-1,hubercolumbian-EpenaSaija,INTESTINES,hĩ̵́sĩ,hĩ̵́sĩ,h ɨ̃ s ĩ,,,,,,
hubercolumbian-EpenaSaija-BELLY-2,hubercolumbian-EpenaSaija-272_belly-1,hubercolumbian-EpenaSaija,BELLY,ãtáu,ãtáu,ã t a u,,,,,,
hubercolumbian-EpenaSaija-LIVER-1,hubercolumbian-EpenaSaija-273_liver-1,hubercolumbian-EpenaSaija,LIVER,tʰã́rĩ,tʰã́rĩ,tʰ ã r ĩ,,,,,,
hubercolumbian-EpenaSaija-RED-1,hubercolumbian-EpenaSaija-294_red-1,hubercolumbian-EpenaSaija,RED,pʰoɾée,pʰoɾée,pʰ o ɾ e e,,,,,,
hubercolumbian-EpenaSaija-GREEN-1,hubercolumbian-EpenaSaija-295_green-1,hubercolumbian-EpenaSaija,GREEN,pʰãwaɾáa,pʰãwaɾáa,pʰ ã w a ɾ a a,,,,,,
hubercolumbian-EpenaSaija-YELLOW-1,hubercolumbian-EpenaSaija-296_yellow-1,hubercolumbian-EpenaSaija,YELLOW,kʰuaɾáa,kʰuaɾáa,kʰ u a ɾ a a,,,,,,
hubercolumbian-EpenaSaija-NAVEL-1,hubercolumbian-EpenaSaija-318_navel-1,hubercolumbian-EpenaSaija,NAVEL,kʰomóo,kʰomóo,kʰ o m o o,,,,,,
hubercolumbian-EpenaBasurudo-TONGUE-1,hubercolumbian-EpenaBasurudo-1_tongue-1,hubercolumbian-EpenaBasurudo,TONGUE,kʰĩrã́me,kʰĩrã́me,kʰ ĩ r ã m e,,,,,,
hubercolumbian-EpenaBasurudo-MOUTH-1,hubercolumbian-EpenaBasurudo-2_mouth-1,hubercolumbian-EpenaBasurudo,MOUTH,itʰái,itʰái,i tʰ a i,,,,,,
hubercolumbian-EpenaBasurudo-LIP-1,hubercolumbian-EpenaBasurudo-3_lip-1,hubercolumbian-EpenaBasurudo,LIP,i,i,i,,,,,,
hubercolumbian-EpenaBasurudo-TOOTH-1,hubercolumbian-EpenaBasurudo-4_tooth-1,hubercolumbian-EpenaBasurudo,TOOTH,kʰidá,kʰidá,kʰ i d a,,,,,,
hubercolumbian-EpenaBasurudo-NOSE-1,hubercolumbian-EpenaBasurudo-5_nose-1,hubercolumbian-EpenaBasurudo,NOSE,kʰũ,kʰũ,kʰ ũ,,,,,,
hubercolumbian-EpenaBasurudo-EYE-1,hubercolumbian-EpenaBasurudo-6_eye-1,hubercolumbian-EpenaBasurudo,EYE,táu,táu,t a u,,,,,,
hubercolumbian-EpenaBasurudo-EAR-1,hubercolumbian-EpenaBasurudo-7_ear-1,hubercolumbian-EpenaBasurudo,EAR,kʰi̵ɾí̵,kʰi̵ɾí̵,kʰ ɨ ɾ ɨ,,,,,,
hubercolumbian-EpenaBasurudo-HEAD-1,hubercolumbian-EpenaBasurudo-8_head-1,hubercolumbian-EpenaBasurudo,HEAD,poɾó,poɾó,p o ɾ o,,,,,,
hubercolumbian-EpenaBasurudo-FOREHEAD-1,hubercolumbian-EpenaBasurudo-9_forehead-1,hubercolumbian-EpenaBasurudo,FOREHEAD,taatʰú,taatʰú,t aː tʰ u,,,,,,
hubercolumbian-EpenaBasurudo-HAIRHEAD-1,hubercolumbian-EpenaBasurudo-10_hair-1,hubercolumbian-EpenaBasurudo,HAIRHEAD,pudá,pudá,p u d a,,,,,,
hubercolumbian-EpenaBasurudo-CHIN-1,hubercolumbian-EpenaBasurudo-11_chin-1,hubercolumbian-EpenaBasurudo,CHIN,kʰidatʰú,kʰidatʰú,kʰ i d a tʰ u,,,,,,
hubercolumbian-EpenaBasurudo-BEARD-1,hubercolumbian-EpenaBasurudo-12_beard-1,hubercolumbian-EpenaBasurudo,BEARD,uɾikʰáɾa,uɾikʰáɾa,u ɾ i kʰ a ɾ a,,,,,,
hubercolumbian-EpenaBasurudo-NECK-1,hubercolumbian-EpenaBasurudo-13_neck-1,hubercolumbian-EpenaBasurudo,NECK,otʰáu,otʰáu,o tʰ a u,,,,,,
hubercolumbian-EpenaBasurudo-BREAST-1,hubercolumbian-EpenaBasurudo-15_womansbreasts-1,hubercolumbian-EpenaBasurudo,BREAST,hu,hu,h u,,,,,,
hubercolumbian-EpenaBasurudo-BREAST-2,hubercolumbian-EpenaBasurudo-15_womansbreasts-2,hubercolumbian-EpenaBasurudo,BREAST,hu kʰída,hu kʰída,h u + kʰ i d a,,,,,,
hubercolumbian-EpenaBasurudo-BELLY-1,hubercolumbian-EpenaBasurudo-16_abdomenbelly-1,hubercolumbian-EpenaBasurudo,BELLY,bi,bi,b i,,,,,,
hubercolumbian-EpenaBasurudo-BACK-1,hubercolumbian-EpenaBasurudo-17_back-1,hubercolumbian-EpenaBasurudo,BACK,ekʰára,ekʰára,e kʰ a r a,,,,,,
hubercolumbian-EpenaBasurudo-SHOULDER-1,hubercolumbian-EpenaBasurudo-18_shoulder-1,hubercolumbian-EpenaBasurudo,SHOULDER,epʰedé,epʰedé,e pʰ e d e,,,,,,
hubercolumbian-EpenaBasurudo-ARM-1,hubercolumbian-EpenaBasurudo-19_arm-1,hubercolumbian-EpenaBasurudo,ARM,húa,húa,h u a,,,,,,
hubercolumbian-EpenaBasurudo-ELBOW-1,hubercolumbian-EpenaBasurudo-21_elbow-1,hubercolumbian-EpenaBasurudo,ELBOW,ãpída,ãpída,ã p i d a,,,,,,
hubercolumbian-EpenaBasurudo-HAND-1,hubercolumbian-EpenaBasurudo-22_hand-1,hubercolumbian-EpenaBasurudo,HAND,húa hã,húa hã,h u a + h ã,,,,,,
hubercolumbian-EpenaBasurudo-FINGER-1,hubercolumbian-EpenaBasurudo-23_finger-1,hubercolumbian-EpenaBasurudo,FINGER,pisí,pisí,p i s i,,,,,,
hubercolumbian-EpenaBasurudo-FINGERNAIL-1,hubercolumbian-EpenaBasurudo-24_fingernail-1,hubercolumbian-EpenaBasurudo,FINGERNAIL,pʰisí ekʰára,pʰisí ekʰára,pʰ i s i + e kʰ a r a,,,,,,
hubercolumbian-EpenaBasurudo-UPPERLEGTHIGH-1,hubercolumbian-EpenaBasurudo-26_thigh-1,hubercolumbian-EpenaBasurudo,UPPERLEGTHIGH,makʰáɾa pʰótʰo,makʰáɾa pʰótʰo,m a kʰ a ɾ a + pʰ o tʰ o,,,,,,
hubercolumbian-EpenaBasurudo-KNEE-1,hubercolumbian-EpenaBasurudo-27_knee-1,hubercolumbian-EpenaBasurudo,KNEE,kʰanía poɾó,kʰanía poɾó,kʰ a n i a + p o ɾ o,,,,,,
hubercolumbian-EpenaBasurudo-SHIN-1,hubercolumbian-EpenaBasurudo-28_shin-1,hubercolumbian-EpenaBasurudo,SHIN,bí̵ɾi̵ hueso,bí̵ɾi̵ hueso,b ɨ ɾ ɨ + h u e s o,,,,,,
hubercolumbian-EpenaBasurudo-FOOT-1,hubercolumbian-EpenaBasurudo-29_foot-1,hubercolumbian-EpenaBasurudo,FOOT,bí̵ɾi̵ ekʰára,bí̵ɾi̵ ekʰára,b ɨ ɾ ɨ + e kʰ a r a,,,,,,
hubercolumbian-EpenaBasurudo-TOE-1,hubercolumbian-EpenaBasurudo-30_toe-1,hubercolumbian-EpenaBasurudo,TOE,pʰisí,pʰisí,pʰ i s i,,,,,,
hubercolumbian-EpenaBasurudo-TOE-2,hubercolumbian-EpenaBasurudo-30_toe-2,hubercolumbian-EpenaBasurudo,TOE,híɾu pʰisí,híɾu pʰisí,h i ɾ u + pʰ i s i,,,,,,
hubercolumbian-EpenaBasurudo-SKIN-1,hubercolumbian-EpenaBasurudo-31_skin-1,hubercolumbian-EpenaBasurudo,SKIN,ekʰára,ekʰára,e kʰ a r a,,,,,,
hubercolumbian-EpenaBasurudo-BONE-1,hubercolumbian-EpenaBasurudo-32_bone-1,hubercolumbian-EpenaBasurudo,BONE,hueso,hueso,h u e s o,,,,,,
hubercolumbian-EpenaBasurudo-HEART-1,hubercolumbian-EpenaBasurudo-34_heart-1,hubercolumbian-EpenaBasurudo,HEART,sõ,sõ,s õ,,,,,,
hubercolumbian-EpenaBasurudo-LUNG-1,hubercolumbian-EpenaBasurudo-35_lungs-1,hubercolumbian-EpenaBasurudo,LUNG,pʰospʰosó,pʰospʰosó,pʰ o s pʰ o s o,,,,,,
hubercolumbian-EpenaBasurudo-PENIS-1,hubercolumbian-EpenaBasurudo-36_penis-1,hubercolumbian-EpenaBasurudo,PENIS,metáu,metáu,m e t a u,,,,,,
hubercolumbian-EpenaBasurudo-VULVA-1,hubercolumbian-EpenaBasurudo-37_vulva-1,hubercolumbian-EpenaBasurudo,VULVA,kʰẽ,kʰẽ,kʰ ẽ,,,,,,
hubercolumbian-EpenaBasurudo-WHITE-1,hubercolumbian-EpenaBasurudo-226_white-1,hubercolumbian-EpenaBasurudo,WHITE,tʰoróa,tʰoróa,tʰ o r o a,,,,,,
hubercolumbian-EpenaBasurudo-BLACK-1,hubercolumbian-EpenaBasurudo-227_black-1,hubercolumbian-EpenaBasurudo,BLACK,pʰáima,pʰáima,pʰ a i m a,,,,,,
hubercolumbian-EpenaBasurudo-BLACK-2,hubercolumbian-EpenaBasurudo-227_black-2,hubercolumbian-EpenaBasurudo,BLACK,pʰáre,pʰáre,pʰ a r e,,,,,,
hubercolumbian-EpenaBasurudo-FRONTTOOTHINCISOR-1,hubercolumbian-EpenaBasurudo-234_frontteethineisors-1,hubercolumbian-EpenaBasurudo,FRONTTOOTHINCISOR,kʰída kʰára,kʰída kʰára,kʰ i d a + kʰ a r a,,,,,,
hubercolumbian-EpenaBasurudo-LONGHAIR-1,hubercolumbian-EpenaBasurudo-236_longhair-1,hubercolumbian-EpenaBasurudo,LONGHAIR,púda waréa,púda waréa,p u d a + w a r e a,,,,,,
hubercolumbian-EpenaBasurudo-NAPEOFNECK-1,hubercolumbian-EpenaBasurudo-237_theneckregion-1,hubercolumbian-EpenaBasurudo,NAPEOFNECK,ĩ̵bi̵sí,ĩ̵bi̵sí,ɨ̃ b ɨ s i,,,,,,
hubercolumbian-EpenaBasurudo-ADAMSAPPLE-1,hubercolumbian-EpenaBasurudo-238_adamsapple-1,hubercolumbian-EpenaBasurudo,ADAMSAPPLE,o gargánta,o gargánta,o + g a r g a n t a,,,,,,
hubercolumbian-EpenaBasurudo-UPPERBACK-1,hubercolumbian-EpenaBasurudo-239_upperback-1,hubercolumbian-EpenaBasurudo,UPPERBACK,esí̵,esí̵,e s ɨ,,,,,,
hubercolumbian-EpenaBasurudo-LOWERARM-1,hubercolumbian-EpenaBasurudo-240_lowerarm-1,hubercolumbian-EpenaBasurudo,LOWERARM,pʰõɾapʰõɾá,pʰõɾapʰõɾá,pʰ õ ɾ a pʰ õ ɾ a,,,,,,
hubercolumbian-EpenaBasurudo-WRIST-1,hubercolumbian-EpenaBasurudo-241_wrist-1,hubercolumbian-EpenaBasurudo,WRIST,húa poɾó,húa poɾó,h u a + p o ɾ o,,,,,,
hubercolumbian-EpenaBasurudo-LOWERLEG-1,hubercolumbian-EpenaBasurudo-242_lowerleg-1,hubercolumbian-EpenaBasurudo,LOWERLEG,pʰótʰo,pʰótʰo,pʰ o tʰ o,,,,,,
hubercolumbian-EpenaBasurudo-LOWERLEG-2,hubercolumbian-EpenaBasurudo-242_lowerleg-2,hubercolumbian-EpenaBasurudo,LOWERLEG,bí̵ɾi̵ pʰótʰo,bí̵ɾi̵ pʰótʰo,b ɨ ɾ ɨ + pʰ o tʰ o,,,,,,
hubercolumbian-EpenaBasurudo-HAIRBODY-1,hubercolumbian-EpenaBasurudo-243_bodyhair-1,hubercolumbian-EpenaBasurudo,HAIRBODY,kʰaɾá,kʰaɾá,kʰ a ɾ a,,,,,,
hubercolumbian-EpenaBasurudo-HAIRBODY-2,hubercolumbian-EpenaBasurudo-243_bodyhair-2,hubercolumbian-EpenaBasurudo,HAIRBODY,húa kʰaɾá,húa kʰaɾá,h u a + kʰ a ɾ a,,,,,,
hubercolumbian-EpenaBasurudo-STOMACH-1,hubercolumbian-EpenaBasurudo-244_stomach-1,hubercolumbian-EpenaBasurudo,STOMACH,bi,bi,b i,,,,,,
hubercolumbian-EpenaBasurudo-INTESTINES-1,hubercolumbian-EpenaBasurudo-245_intestines-1,hubercolumbian-EpenaBasurudo,INTESTINES,hĩ̵sĩ́,hĩ̵sĩ́,h ɨ̃ s ĩ,,,,,,
hubercolumbian-EpenaBasurudo-BELLY-2,hubercolumbian-EpenaBasurudo-272_belly-1,hubercolumbian-EpenaBasurudo,BELLY,ãpʰimíʧi,ãpʰimíʧi,ã pʰ i m i tʃ i,,,,,,
hubercolumbian-EpenaBasurudo-LIVER-1,hubercolumbian-EpenaBasurudo-273_liver-1,hubercolumbian-EpenaBasurudo,LIVER,tʰãɾĩ́,tʰãɾĩ́,tʰ ã ɾ ĩ,,,,,,
hubercolumbian-EpenaBasurudo-RED-1,hubercolumbian-EpenaBasurudo-294_red-1,hubercolumbian-EpenaBasurudo,RED,pʰoɾéa,pʰoɾéa,pʰ o ɾ e a,,,,,,
hubercolumbian-EpenaBasurudo-GREEN-1,hubercolumbian-EpenaBasurudo-295_green-1,hubercolumbian-EpenaBasurudo,GREEN,pʰãpʰãɾã́,pʰãpʰãɾã́,pʰ ã pʰ ã ɾ ã,,,,,,
hubercolumbian-EpenaBasurudo-YELLOW-1,hubercolumbian-EpenaBasurudo-296_yellow-1,hubercolumbian-EpenaBasurudo,YELLOW,kʰuaɾá,kʰuaɾá,kʰ u a ɾ a,,,,,,
hubercolumbian-EpenaBasurudo-NAVEL-1,hubercolumbian-EpenaBasurudo-318_navel-1,hubercolumbian-EpenaBasurudo,NAVEL,kʰumú,kʰumú,kʰ u m u,,,,,,
hubercolumbian-Giacone-TONGUE-1,hubercolumbian-Giacone-1_tongue-1,hubercolumbian-Giacone,TONGUE,ueninéne,ueninéne,u e n i n e n e,,,,,,
hubercolumbian-Giacone-TONGUE-2,hubercolumbian-Giacone-1_tongue-2,hubercolumbian-Giacone,TONGUE,uecnená,uecnená,u e c n e n a,,,,,,
hubercolumbian-Giacone-MOUTH-1,hubercolumbian-Giacone-2_mouth-1,hubercolumbian-Giacone,MOUTH,uanuma,uanuma,u a n u m a,,,,,,
hubercolumbian-Giacone-TOOTH-1,hubercolumbian-Giacone-4_tooth-1,hubercolumbian-Giacone,TOOTH,ué,ué,u e,,,,,,
hubercolumbian-Giacone-NOSE-1,hubercolumbian-Giacone-5_nose-1,hubercolumbian-Giacone,NOSE,uataku,uataku,u a t a k u,,,,,,
hubercolumbian-Giacone-EYE-1,hubercolumbian-Giacone-6_eye-1,hubercolumbian-Giacone,EYE,uatida,uatida,u a t i d a,,,,,,
hubercolumbian-Giacone-EAR-1,hubercolumbian-Giacone-7_ear-1,hubercolumbian-Giacone,EAR,uchéni,uchéni,u c h e n i,,,,,,
hubercolumbian-Giacone-HEAD-1,hubercolumbian-Giacone-8_head-1,hubercolumbian-Giacone,HEAD,ivida,ivida,i v i d a,,,,,,
hubercolumbian-Giacone-FOREHEAD-1,hubercolumbian-Giacone-9_forehead-1,hubercolumbian-Giacone,FOREHEAD,livida,livida,l i v i d a,,,,,,
hubercolumbian-Giacone-FOREHEAD-2,hubercolumbian-Giacone-9_forehead-2,hubercolumbian-Giacone,FOREHEAD,ekuamapa,ekuamapa,e k u a m a p a,,,,,,
hubercolumbian-Giacone-FOREHEAD-3,hubercolumbian-Giacone-9_forehead-3,hubercolumbian-Giacone,FOREHEAD,uehékua,uehékua,u e h e k u a,,,,,,
hubercolumbian-Giacone-HAIRHEAD-1,hubercolumbian-Giacone-10_hair-1,hubercolumbian-Giacone,HAIRHEAD,uaátsaale,uaátsaale,u a a ts aː l e,,,,,,
hubercolumbian-Giacone-BEARD-1,hubercolumbian-Giacone-12_beard-1,hubercolumbian-Giacone,BEARD,uaatsinuma,uaatsinuma,u aː ts i n u m a,,,,,,
hubercolumbian-Giacone-NECK-1,hubercolumbian-Giacone-13_neck-1,hubercolumbian-Giacone,NECK,uanurú,uanurú,u a n u r u,,,,,,
hubercolumbian-Giacone-CHEST-1,hubercolumbian-Giacone-14_chest-1,hubercolumbian-Giacone,CHEST,nukuda,nukuda,n u k u d a,,,,,,
hubercolumbian-Giacone-BELLY-1,hubercolumbian-Giacone-16_abdomenbelly-1,hubercolumbian-Giacone,BELLY,piuaua,piuaua,p i u a u a,,,,,,
hubercolumbian-Giacone-BACK-1,hubercolumbian-Giacone-17_back-1,hubercolumbian-Giacone,BACK,waatsámise,waatsámise,w aː ts a m i s e,,,,,,
hubercolumbian-Giacone-SHOULDER-1,hubercolumbian-Giacone-18_shoulder-1,hubercolumbian-Giacone,SHOULDER,panakúani,panakúani,p a n a k u a n i,,,,,,
hubercolumbian-Giacone-SHOULDER-2,hubercolumbian-Giacone-18_shoulder-2,hubercolumbian-Giacone,SHOULDER,nunapa,nunapa,n u n a p a,,,,,,
hubercolumbian-Giacone-HAND-1,hubercolumbian-Giacone-22_hand-1,hubercolumbian-Giacone,HAND,uakapima,uakapima,u a k a p i m a,,,,,,
hubercolumbian-Giacone-LEG-1,hubercolumbian-Giacone-25_leg-1,hubercolumbian-Giacone,LEG,uakáua,uakáua,u a k a u a,,,,,,
hubercolumbian-Giacone-UPPERLEGTHIGH-1,hubercolumbian-Giacone-26_thigh-1,hubercolumbian-Giacone,UPPERLEGTHIGH,uapina,uapina,u a p i n a,,,,,,
hubercolumbian-Giacone-KNEE-1,hubercolumbian-Giacone-27_knee-1,hubercolumbian-Giacone,KNEE,liútsiu,liútsiu,l i u ts i u,,,,,,
