ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	TAG	FAMILY
6745	kraftchadic-Falijilbu	RIB	mbilì̵vwà	mbilì̵vwà	m b i l ɨ v w a		human body part	Afro-Asiatic
6792	kraftchadic-Falikiria	RIB	ƚùr̃pu	ƚùr̃pu	lˠ u r̃ p u		human body part	Afro-Asiatic
6838	kraftchadic-Falimucella	RIB	ʔɩ̀ƚùr̃pu	ʔɩ̀ƚùr̃pu	ʔ ɪ lˠ u r̃ p u		human body part	Afro-Asiatic
6884	kraftchadic-Faliwagira	RIB	ʔìƚurpɩn	ʔìƚurpɩn	ʔ i lˠ u r p ɪ n		human body part	Afro-Asiatic
6931	kraftchadic-Gaanda	RIB	àlwənkìlèra	àlwənkìlèra	a l w ə n k i l e r a		human body part	Afro-Asiatic
6981	kraftchadic-Gava	RIB	dzilà	dzilà	dz i l a		human body part	Afro-Asiatic
7026	kraftchadic-Geji	RIB	isngèɬi	isngèɬi	i s n g e ɬ i		human body part	Afro-Asiatic
7069	kraftchadic-Gera	RIB	harɗà	harɗà	h a r ɗ a		human body part	Afro-Asiatic
7116	kraftchadic-Gude	RIB	ʔɩ̀lɩ̀dzì̵mə	ʔɩ̀lɩ̀dzì̵mə	ʔ ɪ l ɪ dz ɨ m ə		human body part	Afro-Asiatic
7163	kraftchadic-Gudu	RIB	gíːr̀amóbœ̀d	gíːr̀amóbœ̀d	g iː r a m o b œ d		human body part	Afro-Asiatic
7210	kraftchadic-Gabin	RIB	wə̀nkìlère	wə̀nkìlère	w ə n k i l e r e		human body part	Afro-Asiatic
7259	kraftchadic-Glvda	RIB	jəjɩlà	jəjɩlà	dʒ ə dʒ ɪ l a		human body part	Afro-Asiatic
7306	kraftchadic-Hausa	RIB	haƙàrƙarī	haƙàrƙarī	h a kʼ a r kʼ a r i		human body part	Afro-Asiatic
7353	kraftchadic-Higibaza	RIB	ɠɩ̀mba xatò	ɠɩ̀mba xatò	ɠ ɪ m b a + x a t o		human body part	Afro-Asiatic
7400	kraftchadic-Higifutu	RIB	ƚὲr̃pu	ƚὲr̃pu	lˠ ɛ r̃ p u		human body part	Afro-Asiatic
7444	kraftchadic-Higighye	RIB	ƚì̵r̃bε	ƚì̵r̃bε	lˠ ɨ r̃ b ɛ		human body part	Afro-Asiatic
7490	kraftchadic-Higikamale	RIB	ƚùrùpwɛ	ƚùrùpwɛ	lˠ u r u p w ɛ		human body part	Afro-Asiatic
7537	kraftchadic-Higinkafa	RIB	ɠɩ̀rì̵mba xatὲ	ɠɩ̀rì̵mba xatὲ	ɠ ɪ r ɨ m b a + x a t ɛ		human body part	Afro-Asiatic
7586	kraftchadic-Hildi	RIB	ɗɩ̄xɩ̄r̃ xaƚu	ɗɩ̄xɩ̄r̃ xaƚu	ɗ ɪː x ɪː r̃ + x a lˠ u		human body part	Afro-Asiatic
7635	kraftchadic-Hwona	RIB	kūlārā	kūlārā	k u l a r a		human body part	Afro-Asiatic
7726	kraftchadic-Kilba	RIB	yɩ́mbīlí	yɩ́mbīlí	j ɪ m b i l i		human body part	Afro-Asiatic
7773	kraftchadic-Lamepeve	RIB	sohaiʔ	sohaiʔ	s o h a i ʔ		human body part	Afro-Asiatic
7820	kraftchadic-Mandara	RIB	ƚur̃pe	ƚur̃pe	lˠ u r̃ p e		human body part	Afro-Asiatic
7866	kraftchadic-Margi	RIB	ɗɩxyɩrkaƚu	ɗɩxyɩrkaƚu	ɗ ɪ x j ɪ r k a lˠ u		human body part	Afro-Asiatic
7914	kraftchadic-Massa	RIB	sɔk cirano	sɔk cirano	s ɔ k + c i r a n o		human body part	Afro-Asiatic
7915	kraftchadic-Massa	RIB	cεra	cεra	c ɛ r a		human body part	Afro-Asiatic
7965	kraftchadic-Matakam	RIB	langər̃ ndàv	langər̃ ndàv	l a n g ə r̃ + n d a v		human body part	Afro-Asiatic
8012	kraftchadic-Mismezime	RIB	'bapei	'bapei	ʔ b a p e i		human body part	Afro-Asiatic
8058	kraftchadic-Miya	RIB	gə̀rə̀bù	gə̀rə̀bù	g ə r ə b u		human body part	Afro-Asiatic
8104	kraftchadic-Mwulyen	RIB	šímbèːrí	šímbèːrí	ʃ i m b eː r i		human body part	Afro-Asiatic
8152	kraftchadic-Nakatsa	RIB	feleraɣa	feleraɣa	f e l e r a ɣ a		human body part	Afro-Asiatic
8198	kraftchadic-Ngamo	RIB	patur̃ô	patur̃ô	p a t u r̃ o		human body part	Afro-Asiatic
8243	kraftchadic-Ngizim	RIB	arà	arà	a r a		human body part	Afro-Asiatic
8288	kraftchadic-Ngwaxi	RIB	yɩmbì	yɩmbì	j ɪ m b i		human body part	Afro-Asiatic
8330	kraftchadic-Njanye	RIB	jὲnjὲnye	jὲnjὲnye	dʒ ɛ n dʒ ɛ n j e		human body part	Afro-Asiatic
8373	kraftchadic-Pero	RIB	paràr	paràr	p a r a r		human body part	Afro-Asiatic
8411	kraftchadic-Piimdi	RIB	gɩƚki̵ftí	gɩƚki̵ftí	g ɪ lˠ k ɨ f t i		human body part	Afro-Asiatic
8455	kraftchadic-Plci	RIB	gəp	gəp	g ə p		human body part	Afro-Asiatic
8501	kraftchadic-Seya	RIB	zə̀zək	zə̀zək	z ə z ə k		human body part	Afro-Asiatic
8546	kraftchadic-Sura	RIB	ɗyes sáàs	ɗyes sáàs	ɗ j e s + s a a s		human body part	Afro-Asiatic
8594	kraftchadic-Tangale	RIB	wòs rukùtù	wòs rukùtù	w o s + r u k u t u		human body part	Afro-Asiatic
8640	kraftchadic-Wamdiu	RIB	ɗɩ̀xɩ̀rhaƚu	ɗɩ̀xɩ̀rhaƚu	ɗ ɪ x ɪ r h a lˠ u		human body part	Afro-Asiatic
8692	kraftchadic-Westmargi	RIB	žumbì	žumbì	ʒ u m b i		human body part	Afro-Asiatic
8693	kraftchadic-Westmargi	RIB	ɗaxìrìyimbì jɩmbìyəgə̀	ɗaxìrìyimbì jɩmbìyəgə̀	ɗ a x i r i j i m b i + dʒ ɪ m b i j ə g ə		human body part	Afro-Asiatic
8768	kraftchadic-Zvana	RIB	ðə̀mbàla	ðə̀mbàla	ð ə m b a l a		human body part	Afro-Asiatic
633	northeuralex-fin	SHOULDER	olka	ɔlkɑ	ɔ l k ɑ		human body part	Uralic
634	northeuralex-fin	SHOULDER	hartia	hɑrtiɑ	h ɑ r t i ɑ		human body part	Uralic
635	northeuralex-fin	SHOULDER	olkapää	ɔlkɑpæː	ɔ l k ɑ p æː		human body part	Uralic
701	northeuralex-krl	SHOULDER	hartie	hɑrtiɛ	h ɑ r t i ɛ		human body part	Uralic
702	northeuralex-krl	SHOULDER	olka	ɔlkɑ	ɔ l k ɑ		human body part	Uralic
765	northeuralex-olo	SHOULDER	hardii	hɑrdiː	h ɑ r d iː		human body part	Uralic
766	northeuralex-olo	SHOULDER	olgupiä	ɔlɡʊpiæ	ɔ l g ʊ p i æ		human body part	Uralic
836	northeuralex-vep	SHOULDER	oug	ɔʊɡ	ɔ ʊ g		human body part	Uralic
898	northeuralex-ekk	SHOULDER	õlg	ɤlɡ̥	ɤ l g̊		human body part	Uralic
960	northeuralex-liv	SHOULDER	a’b	ɑˀb	ɑ ʔ b		human body part	Uralic
1024	northeuralex-sma	SHOULDER	åelkie	oælkiɛ	o æ l k i ɛ		human body part	Uralic
1092	northeuralex-smj	SHOULDER	oalgge	u͡ɔɑlɡːɛ	uɔ ɑ l gː ɛ		human body part	Uralic
1160	northeuralex-sme	SHOULDER	hárdu	haːrtʊ	h aː r t ʊ		human body part	Uralic
1223	northeuralex-smn	SHOULDER	ärdee	ærdeː	æ r d eː		human body part	Uralic
1224	northeuralex-smn	SHOULDER	uál'gi	u̯ælɡi	uæ l g i		human body part	Uralic
1288	northeuralex-sms	SHOULDER	a´rddi	ɒrʲdːʲi	ɒ rʲ dʲː i		human body part	Uralic
1289	northeuralex-sms	SHOULDER	vuä´lǧǧ	vualʲɟɟ͡ʝʲɘ	v ua lʲ ɟ ɟʝʲ ɘ		human body part	Uralic
1353	northeuralex-sjd	SHOULDER	вуэллык	vuelːɨk	v u e lː ɨ k		human body part	Uralic
1415	northeuralex-mrj	SHOULDER	ӹнгӹжӓ	ɯŋɡɯʒæ	ɯ ŋ g ɯ ʒ æ		human body part	Uralic
1479	northeuralex-mhr	SHOULDER	ва́че	vɑˑt͡ʃe	v ɑˑ tʃ e		human body part	Uralic
1544	northeuralex-mdf	SHOULDER	лафту	laftu	l a f t u		human body part	Uralic
1611	northeuralex-myv	SHOULDER	лавтов	lavtov	l a v t o v		human body part	Uralic
1674	northeuralex-udm	SHOULDER	пельпум	pelʲpum	p e lʲ p u m		human body part	Uralic
1736	northeuralex-koi	SHOULDER	пельпон	pʲeʎpon	pʲ e ʎ p o n		human body part	Uralic
1802	northeuralex-kpv	SHOULDER	пельпом	peʎpom	p e ʎ p o m		human body part	Uralic
1867	northeuralex-hun	SHOULDER	váll	vaːlː	v aː lː		human body part	Uralic
1927	northeuralex-kca	SHOULDER	ӆаӈкар	ɬaŋkar	ɬ a ŋ k a r		human body part	Uralic
1987	northeuralex-mns	SHOULDER	ва̄ӈын	waːŋɪn	w aː ŋ ɪ n		human body part	Uralic
2047	northeuralex-sel	SHOULDER	ӄэӄпөры	qæqpørɨ	q æ q p ø r ɨ		human body part	Uralic
2109	northeuralex-yrk	SHOULDER	мӑрць	mərt͡sʲ	m ə r tsʲ		human body part	Uralic
2168	northeuralex-enf	SHOULDER	моди	mɔdi	m ɔ d i		human body part	Uralic
2225	northeuralex-nio	SHOULDER	мәрсы	mərsɨ	m ə r s ɨ		human body part	Uralic
2289	northeuralex-ben	SHOULDER	স্কন্ধ	ʃkɔnd̪ʰo	ʃ k ɔ n d̪ʰ o		human body part	Indo-European
2363	northeuralex-hin	SHOULDER	कंधा	kəndʰaː	k ə n dʰ aː		human body part	Indo-European
2364	northeuralex-hin	SHOULDER	स्कंध	skəndʰ	s k ə n dʰ		human body part	Indo-European
2449	northeuralex-pbu	SHOULDER	اوږه	oˈʐa	o ʐ a		human body part	Indo-European
2513	northeuralex-pes	SHOULDER	دوش	duʃ	d u ʃ		human body part	Indo-European
2514	northeuralex-pes	SHOULDER	شانه	ʃɒːne	ʃ ɒː n e		human body part	Indo-European
2582	northeuralex-kmr	SHOULDER	mil	məl	m ə l		human body part	Indo-European
2643	northeuralex-oss	SHOULDER	уӕхск	wəχsk	w ə χ s k		human body part	Indo-European
2709	northeuralex-hye	SHOULDER	ուս	us	u s		human body part	Indo-European
2773	northeuralex-ell	SHOULDER	ώμος	omos	o m o s		human body part	Indo-European
2842	northeuralex-sqi	SHOULDER	sup	sʊp	s ʊ p		human body part	Indo-European
2843	northeuralex-sqi	SHOULDER	krah	kɾah	k ɾ a h		human body part	Indo-European
2911	northeuralex-bul	SHOULDER	рамо	ramɔ	r a m ɔ		human body part	Indo-European
2912	northeuralex-bul	SHOULDER	плещи	plɛʃti	p l ɛ ʃ t i		human body part	Indo-European
2978	northeuralex-hrv	SHOULDER	rame	râmɛ	r a m ɛ		human body part	Indo-European
2979	northeuralex-hrv	SHOULDER	pleći	plɛ̂t͡ɕi	p l ɛ tɕ i		human body part	Indo-European
3042	northeuralex-slv	SHOULDER	ráma	ra˨ːma	r aː ² m a		human body part	Indo-European
3043	northeuralex-slv	SHOULDER	plêče	ple˦ːt͡ʃɛ	p l eː ⁴ tʃ ɛ		human body part	Indo-European
3105	northeuralex-slk	SHOULDER	plece	pɫɛt͡sɛ	p lˠ ɛ ts ɛ		human body part	Indo-European
3167	northeuralex-ces	SHOULDER	plece	plɛt͡sɛ	p l ɛ ts ɛ		human body part	Indo-European
3168	northeuralex-ces	SHOULDER	rameno	ramɛno	r a m ɛ n o		human body part	Indo-European
3231	northeuralex-pol	SHOULDER	bark	baɾk	b a ɾ k		human body part	Indo-European
3232	northeuralex-pol	SHOULDER	ramię	ɾamiɛ̃	ɾ a m iɛ̃		human body part	Indo-European
3293	northeuralex-ukr	SHOULDER	плече	plɛʈ͡ʂɛ	p l ɛ ʈʂ ɛ		human body part	Indo-European
3353	northeuralex-bel	SHOULDER	плячо	plʲaʈ͡ʂɔ	p lʲ a ʈʂ ɔ		human body part	Indo-European
3418	northeuralex-rus	SHOULDER	плечо	plɪt͡ʃɔˑ	p l ɪ tʃ ɔˑ		human body part	Indo-European
3481	northeuralex-lit	SHOULDER	petys	pɛtǐːs	p ɛ t iː s		human body part	Indo-European
3546	northeuralex-lav	SHOULDER	plecs	blɛt͡s	b l ɛ ts		human body part	Indo-European
3612	northeuralex-isl	SHOULDER	öxl	œxsl	œ x s l		human body part	Indo-European
3675	northeuralex-nor	SHOULDER	skulder	ˈskʉldər	s k ʉ l d ə r		human body part	Indo-European
3738	northeuralex-swe	SHOULDER	skuldra	skɵlːdra	s k ɵ lː d r a		human body part	Indo-European
3798	northeuralex-dan	SHOULDER	skulder	ˈsɡulɐ	s g u l ɐ		human body part	Indo-European
3857	northeuralex-deu	SHOULDER	Schulter	ʃʊltɐ	ʃ ʊ l t ɐ		human body part	Indo-European
3917	northeuralex-nld	SHOULDER	schouder	ˈsxɑudər	s x ɑ u d ə r		human body part	Indo-European
3981	northeuralex-eng	SHOULDER	shoulder	ˈʃəʊldə	ʃ ə ʊ l d ə		human body part	Indo-European
4042	northeuralex-gle	SHOULDER	gualainn	ɡʊəl̪ˠənʲ	g ʊ ə l̪ˠ ə nʲ		human body part	Indo-European
4108	northeuralex-cym	SHOULDER	ysgwydd	əsɡʊ͡ɪð	ə s g ʊɪ ð		human body part	Indo-European
4168	northeuralex-bre	SHOULDER	skoaz	skɔ̯ɑːs	s k ɔɑː s		human body part	Indo-European
4227	northeuralex-lat	SHOULDER	umerus	ʊmɛrʊs	ʊ m ɛ r ʊ s		human body part	Indo-European
4290	northeuralex-fra	SHOULDER	épaule	eˈpoːl	e p oː l		human body part	Indo-European
4355	northeuralex-cat	SHOULDER	espatlla	əspaʎːə	ə s p a ʎː ə		human body part	Indo-European
4415	northeuralex-spa	SHOULDER	hombro	ombɾo	o m b ɾ o		human body part	Indo-European
4480	northeuralex-por	SHOULDER	ombro	ˈõbru	õ b r u		human body part	Indo-European
4545	northeuralex-ita	SHOULDER	spalla	spalːa	s p a lː a		human body part	Indo-European
4611	northeuralex-ron	SHOULDER	umăr	umər	u m ə r		human body part	Indo-European
4612	northeuralex-ron	SHOULDER	spate	spate	s p a t e		human body part	Indo-European
4675	northeuralex-arb	SHOULDER	كتف	katif	k a t i f		human body part	Afro-Asiatic
4736	northeuralex-heb	SHOULDER	כתף	katɛf	k a t ɛ f		human body part	Afro-Asiatic
4796	northeuralex-cmn	SHOULDER	肩膀	t͡ɕjɛ˦npɑ̂̌ŋ	tɕ j ɛ ⁴ n p ɑ ŋ		human body part	Sino-Tibetan
4842	chenhmongmien-EasternLuobuohe	SHOULDER	pə⁰⁵vu²⁴	pə⁰⁵vu²⁴	p ə ⁵ + v u ²⁴		human body part	Hmong-Mien
4885	chenhmongmien-WesternLuobuohe	SHOULDER	ʔə⁰²su³¹vu³⁵	ʔə⁰²su³¹vu³⁵	ʔ ə ² + s u ³¹ + v u ³⁵		human body part	Hmong-Mien
4928	chenhmongmien-Chuanqiandian	SHOULDER	so⁴³pu¹³	so⁴³pu¹³	s o ⁴³ + p u ¹³		human body part	Hmong-Mien
4971	chenhmongmien-CentralGuizhouChuanqiandian	SHOULDER	qa⁰²qɯ²⁴	qa⁰²qɯ²⁴	q a ² + q ɯ ²⁴		human body part	Hmong-Mien
5014	chenhmongmien-SouthernGuizhouChuanqiandian	SHOULDER	ɬua³²poŋ⁵⁵	ɬua³²poŋ⁵⁵	ɬ w a ³² + p o ŋ ⁵⁵		human body part	Hmong-Mien
5058	chenhmongmien-NortheastYunnanChuanqiandian	SHOULDER	hi³³by³³	hi³³by³³	h i ³³ + b y ³³		human body part	Hmong-Mien
5101	chenhmongmien-WesternXiangxi	SHOULDER	qo³⁵pə⁴²	qo³⁵pə⁴²	q o ³⁵ + p ə ⁴²		human body part	Hmong-Mien
5144	chenhmongmien-EasternXiangxi	SHOULDER	tɕa⁵³pei⁵³	tɕa⁵³pei⁵³	tɕ a ⁵³ + p ei ⁵³		human body part	Hmong-Mien
5187	chenhmongmien-NorthernQiandong	SHOULDER	qa³³ɬaŋ³³	qa³³ɬaŋ³³	q a ³³ + ɬ a ŋ ³³		human body part	Hmong-Mien
5230	chenhmongmien-EasternQiandong	SHOULDER	ku¹³tɕei²¹²	ku¹³tɕei²¹²	k u ¹³ + tɕ ei ²¹²		human body part	Hmong-Mien
5274	chenhmongmien-SouthernQiandong	SHOULDER	ku¹³tɕi⁵³	ku¹³tɕi⁵³	k u ¹³ + tɕ i ⁵³		human body part	Hmong-Mien
5318	chenhmongmien-WesternQiandong	SHOULDER	hɔ¹³pua³³	hɔ¹³pua³³	h ɔ ¹³ + p w a ³³		human body part	Hmong-Mien
5361	chenhmongmien-WesternBaheng	SHOULDER	ʔa⁰³tɕa⁵⁵qo¹¹	ʔa⁰³tɕa⁵⁵qo¹¹	ʔ a ³ + tɕ a ⁵⁵ + q o ¹¹		human body part	Hmong-Mien
5405	chenhmongmien-EasternBaheng	SHOULDER	pʰi⁵⁵ko³¹³	pʰi⁵⁵ko³¹³	pʰ i ⁵⁵ + k o ³¹³		human body part	Hmong-Mien
5448	chenhmongmien-Dongnu	SHOULDER	fa⁵³pə²²	fa⁵³pə²²	f a ⁵³ + p ə ²²		human body part	Hmong-Mien
5491	chenhmongmien-Nunu	SHOULDER	va³⁵ʔpa¹³	va³⁵ʔpa¹³	v a ³⁵ + ˀp a ¹³		human body part	Hmong-Mien
5535	chenhmongmien-Numao	SHOULDER	pei³¹	pei³¹	p ei ³¹		human body part	Hmong-Mien
5577	chenhmongmien-Bana	SHOULDER	ka⁰³tɕa³¹	ka⁰³tɕa³¹	k a ³ + tɕ a ³¹		human body part	Hmong-Mien
5620	chenhmongmien-Younuo	SHOULDER	kə⁰³to⁴⁴	kə⁰³to⁴⁴	k ə ³ + t o ⁴⁴		human body part	Hmong-Mien
5664	chenhmongmien-She	SHOULDER	ka⁰⁴tsik³⁵kɔ⁵⁵	ka⁰⁴tsik³⁵kɔ⁵⁵	k a ⁴ + ts i k ³⁵ + k ɔ ⁵⁵		human body part	Hmong-Mien
5707	chenhmongmien-Jiongnai	SHOULDER	tʃɒi⁴⁴	tʃɒi⁴⁴	tʃ ɒi ⁴⁴		human body part	Hmong-Mien
5750	chenhmongmien-Mien	SHOULDER	pə²³¹tau³¹	pə²³¹tau³¹	p ə ²³¹ + t au ³¹		human body part	Hmong-Mien
5794	chenhmongmien-KimMun	SHOULDER	pin³³ʔtau³³	pin³³ʔtau³³	p i n ³³ + ˀt au ³³		human body part	Hmong-Mien
5837	chenhmongmien-BiaoMin	SHOULDER	bja⁵³tau³¹	bja⁵³tau³¹	b j a ⁵³ + t au ³¹		human body part	Hmong-Mien
5879	chenhmongmien-ZaoMin	SHOULDER	ken⁴⁴tu⁵³	ken⁴⁴tu⁵³	k e n ⁴⁴ + t u ⁵³		human body part	Hmong-Mien
5939	kraftchadic-Angas	SHOULDER	cok	cok	c o k		human body part	Afro-Asiatic
5986	kraftchadic-Ankwe	SHOULDER	ki̵šat	ki̵šat	k ɨ ʃ a t		human body part	Afro-Asiatic
6031	kraftchadic-Bacama	SHOULDER	bàsa	bàsa	b a s a		human body part	Afro-Asiatic
6075	kraftchadic-Bade	SHOULDER	par̂ɗan	par̂ɗan	p a r ɗ a n		human body part	Afro-Asiatic
6122	kraftchadic-Banana	SHOULDER	pelpɩ̀kɩ̀nù	pelpɩ̀kɩ̀nù	p e l p ɪ k ɪ n u		human body part	Afro-Asiatic
6168	kraftchadic-Bananamouseye	SHOULDER	pelpigino	pelpigino	p e l p i g i n o		human body part	Afro-Asiatic
6215	kraftchadic-Boka	SHOULDER	pelfatə̀	pelfatə̀	p e l f a t ə		human body part	Afro-Asiatic
6259	kraftchadic-Bolewa	SHOULDER	kosər̃a	kosər̃a	k o s ə r̃ a		human body part	Afro-Asiatic
6305	kraftchadic-Buli	SHOULDER	gàpuƚà	gàpuƚà	g a p u lˠ a		human body part	Afro-Asiatic
6352	kraftchadic-Bura	SHOULDER	paƚahà	paƚahà	p a lˠ a h a		human body part	Afro-Asiatic
6395	kraftchadic-Burma	SHOULDER	kampə̀mlè	kampə̀mlè	k a m p ə m l e		human body part	Afro-Asiatic
6441	kraftchadic-Cibak	SHOULDER	bə̀bə̀ðà	bə̀bə̀ðà	b ə b ə ð a		human body part	Afro-Asiatic
6487	kraftchadic-Cip	SHOULDER	gi̵ŋ	gi̵ŋ	g ɨ ŋ		human body part	Afro-Asiatic
6533	kraftchadic-Daba	SHOULDER	bə̀sa	bə̀sa	b ə s a		human body part	Afro-Asiatic
6579	kraftchadic-Dera	SHOULDER	balam	balam	b a l a m		human body part	Afro-Asiatic
6624	kraftchadic-Dira	SHOULDER	wə̀mðì	wə̀mðì	w ə m ð i		human body part	Afro-Asiatic
6625	kraftchadic-Dira	SHOULDER	bìbyàla	bìbyàla	b i b j a l a		human body part	Afro-Asiatic
6672	kraftchadic-Dwot	SHOULDER	kùɣun	kùɣun	k u ɣ u n		human body part	Afro-Asiatic
6718	kraftchadic-Faligili	SHOULDER	baði	baði	b a ð i		human body part	Afro-Asiatic
6765	kraftchadic-Falijilbu	SHOULDER	bə̀bə̀ðà	bə̀bə̀ðà	b ə b ə ð a		human body part	Afro-Asiatic
6811	kraftchadic-Falikiria	SHOULDER	bàbə̀ðà	bàbə̀ðà	b a b ə ð a		human body part	Afro-Asiatic
6858	kraftchadic-Falimucella	SHOULDER	bə̀lə̀bə̀là	bə̀lə̀bə̀là	b ə l ə b ə l a		human body part	Afro-Asiatic
6904	kraftchadic-Faliwagira	SHOULDER	bəsən	bəsən	b ə s ə n		human body part	Afro-Asiatic
6951	kraftchadic-Gaanda	SHOULDER	pὲlfi̵ɗèta	pὲlfi̵ɗèta	p ɛ l f ɨ ɗ e t a		human body part	Afro-Asiatic
7001	kraftchadic-Gava	SHOULDER	pepè	pepè	p e p e		human body part	Afro-Asiatic
7046	kraftchadic-Geji	SHOULDER	wonðì	wonðì	w o n ð i		human body part	Afro-Asiatic
7089	kraftchadic-Gera	SHOULDER	ɗeŋgìlà	ɗeŋgìlà	ɗ e ŋ g i l a		human body part	Afro-Asiatic
7136	kraftchadic-Gude	SHOULDER	paƚi̵kən	paƚi̵kən	p a lˠ ɨ k ə n		human body part	Afro-Asiatic
7183	kraftchadic-Gudu	SHOULDER	bə́zà	bə́zà	b ə z a		human body part	Afro-Asiatic
7230	kraftchadic-Gabin	SHOULDER	pèlfeɗète	pèlfeɗète	p e l f e ɗ e t e		human body part	Afro-Asiatic
7279	kraftchadic-Glvda	SHOULDER	ˀaxyəpa	ˀaxyəpa	ʔ a x j ə p a		human body part	Afro-Asiatic
7326	kraftchadic-Hausa	SHOULDER	kā̀fadā̀	kā̀fadā̀	k aː f a d aː		human body part	Afro-Asiatic
7373	kraftchadic-Higibaza	SHOULDER	ðuŋɔ	ðuŋɔ	ð u ŋ ɔ		human body part	Afro-Asiatic
7421	kraftchadic-Higifutu	SHOULDER	bəðà	bəðà	b ə ð a		human body part	Afro-Asiatic
7463	kraftchadic-Higighye	SHOULDER	bəðà	bəðà	b ə ð a		human body part	Afro-Asiatic
7510	kraftchadic-Higikamale	SHOULDER	mbaðà	mbaðà	m b a ð a		human body part	Afro-Asiatic
7558	kraftchadic-Higinkafa	SHOULDER	bəðà	bəðà	b ə ð a		human body part	Afro-Asiatic
7608	kraftchadic-Hildi	SHOULDER	pàpə̀ðà	pàpə̀ðà	p a p ə ð a		human body part	Afro-Asiatic
7656	kraftchadic-Hwona	SHOULDER	pi̵nè	pi̵nè	p ɨ n e		human body part	Afro-Asiatic
7700	kraftchadic-Karekare	SHOULDER	kàtə̀bə̀ka	kàtə̀bə̀ka	k a t ə b ə k a		human body part	Afro-Asiatic
7746	kraftchadic-Kilba	SHOULDER	páƚɩ̄kù	páƚɩ̄kù	p a lˠ ɪː k u		human body part	Afro-Asiatic
7793	kraftchadic-Lamepeve	SHOULDER	buke ɓa	buke ɓa	b u k e + ɓ a		human body part	Afro-Asiatic
7840	kraftchadic-Mandara	SHOULDER	nəxyɛpe	nəxyɛpe	n ə x j ɛ p e		human body part	Afro-Asiatic
7888	kraftchadic-Margi	SHOULDER	paƚkù	paƚkù	p a lˠ k u		human body part	Afro-Asiatic
7937	kraftchadic-Massa	SHOULDER	pεlano	pεlano	p ɛ l a n o		human body part	Afro-Asiatic
7985	kraftchadic-Matakam	SHOULDER	kuləbədzà	kuləbədzà	k u l ə b ə dz a		human body part	Afro-Asiatic
8033	kraftchadic-Mismezime	SHOULDER	wabike ba	wabike ba	w a b i k e + b a		human body part	Afro-Asiatic
8078	kraftchadic-Miya	SHOULDER	ðəbədì	ðəbədì	ð ə b ə d i		human body part	Afro-Asiatic
8124	kraftchadic-Mwulyen	SHOULDER	pàpílótùgí	pàpílótùgí	p a p i l o t u g i		human body part	Afro-Asiatic
8172	kraftchadic-Nakatsa	SHOULDER	ƚapa	ƚapa	lˠ a p a		human body part	Afro-Asiatic
8217	kraftchadic-Ngamo	SHOULDER	kambanò	kambanò	k a m b a n o		human body part	Afro-Asiatic
8262	kraftchadic-Ngizim	SHOULDER	gəbtə̀	gəbtə̀	g ə b t ə		human body part	Afro-Asiatic
8308	kraftchadic-Ngwaxi	SHOULDER	paƚɩkà	paƚɩkà	p a lˠ ɪ k a		human body part	Afro-Asiatic
8349	kraftchadic-Njanye	SHOULDER	bə̀lə̀bə̀le	bə̀lə̀bə̀le	b ə l ə b ə l e		human body part	Afro-Asiatic
8387	kraftchadic-Pero	SHOULDER	tεmbὲl	tεmbὲl	t ɛ m b ɛ l		human body part	Afro-Asiatic
8431	kraftchadic-Piimdi	SHOULDER	pəŋðə̀ŋdì	pəŋðə̀ŋdì	p ə ŋ ð ə ŋ d i		human body part	Afro-Asiatic
8475	kraftchadic-Plci	SHOULDER	ǹgwəƚ	ǹgwəƚ	n g w ə lˠ		human body part	Afro-Asiatic
8520	kraftchadic-Seya	SHOULDER	dzəŋgυyàr	dzəŋgυyàr	dz ə ŋ g ʊ j a r		human body part	Afro-Asiatic
8568	kraftchadic-Sura	SHOULDER	kugòŋ	kugòŋ	k u g o ŋ		human body part	Afro-Asiatic
8613	kraftchadic-Tangale	SHOULDER	kwal fəkə̀	kwal fəkə̀	k w a l + f ə k ə		human body part	Afro-Asiatic
8660	kraftchadic-Wamdiu	SHOULDER	papàðu	papàðu	p a p a ð u		human body part	Afro-Asiatic
8726	kraftchadic-Westmargi	SHOULDER	papaƚù	papaƚù	p a p a lˠ u		human body part	Afro-Asiatic
8727	kraftchadic-Westmargi	SHOULDER	pəpə̀hə	pəpə̀hə	p ə p ə h ə		human body part	Afro-Asiatic
8789	kraftchadic-Zvana	SHOULDER	bəgədzà	bəgədzà	b ə g ə dz a		human body part	Afro-Asiatic
31	hantganbangime-Bankan_Tey	SKIN	gùsú	gùsú	g u s u		human body part	Dogon
68	hantganbangime-Ben_Tey	SKIN	gùsú	gùsú	g u s u		human body part	Dogon
102	hantganbangime-Bunoge	SKIN	gwí	gwí	gʷ i		human body part	Dogon
139	hantganbangime-Jamsay	SKIN	gùjú	gùjú	g u dʒ u		human body part	Dogon
176	hantganbangime-Mombo	SKIN	gújù	gújù	g u dʒ u		human body part	Dogon
215	hantganbangime-Najamba	SKIN	gùju	gùju	g u dʒ u		human body part	Dogon
254	hantganbangime-Nanga	SKIN	gùsí	gùsí	g u s i		human body part	Dogon
292	hantganbangime-Perge_Tegu	SKIN	gùsú	gùsú	g u s u		human body part	Dogon
